part_id,stock_level,cost_price,entry_date
SP-259,400,$147.97,"Dec 28, 2024"
SP-272,263,218.76,2025-07-02
SP-175,456,$431.36,2025-04-25
SP-266,,$73.42,2024-05-29T00:00:00
SP-382,326,56.54,"Feb 13, 2024"
SP-441,Out of Stock,60,06/23/24
SP-119,222,29.25,"Nov 26, 2024"
SP-440,481,$126.10,2025-06-29T00:00:00
SP-171,266,,2025-04-23
SP-369,268,347,"Jun 01, 2024"
SP-190,422,124.47,2024-03-11
SP-174,168,418.72,2024-04-13
SP-486,492,183,"May 02, 2024"
SP-223,480,$226.41,2024-01-01
SP-390,Low Stock,144.99,"Mar 21, 2024"
SP-338,35,425.78,08/23/24
SP-284,462,422.36,2024-03-08T00:00:00
SP-378,317,369.37,"Apr 21, 2024"
SP-181,382,372.8,2024-07-31
SP-342,low stock,325.54,06/20/24
SP-105,420,244,2024-08-13
SP-331,Low Stock,422.78,06/18/25
SP-500,189,324.98,2025-03-09
SP-441,157,311.69,2024-03-06T00:00:00
SP-466,421,387.14,"Jan 25, 2024"
SP-477,UNAVAILABLE,$211.25,"Dec 16, 2024"
SP-338,131,348.95,"Jan 18, 2024"
SP-204,335,249.58,2024-08-25
SP-223,22,248,2024-12-01T00:00:00
SP-344,Low Stock,$147.33,"Apr 20, 2024"
SP-377,469,57.13,"Dec 14, 2024"
SP-406,None,80.91,2024-10-20
SP-196,308,66.89,2024-08-04T00:00:00
SP-309,145,78.12,2024-03-23
SP-348,222,$12.37,2024-10-28T00:00:00
SP-453,257,155.63,2025-01-03T00:00:00
SP-391,338,86,01/12/25
SP-271,348,446,"Jan 02, 2024"
SP-241,264,$344.68,2024-11-13
SP-444,74,8,"Jul 24, 2024"
SP-244,119,$180.59,05/18/24
SP-127,232,161.31,"May 25, 2025"
SP-412,137,$71.68,06/04/25
SP-496,11,$150.64,2024-04-01
SP-458,427,$322.99,2025-03-09
SP-480,Low Stock,$399.90,2024-11-23
SP-190,Out of Stock,111.04,"May 08, 2024"
SP-483,279,380.51,2024-03-19
SP-387,UNAVAILABLE,$193.17,"Apr 05, 2024"
SP-418,,$82.39,"May 03, 2025"
SP-392,UNAVAILABLE,238,2025-04-02
SP-301,271,172.08,03/15/24
SP-451,270,$57.70,"Jun 06, 2024"
SP-410,201,$194.27,2024-08-10
SP-379,158,$417.90,"Jan 19, 2024"
SP-433,247,336,"Feb 01, 2025"
SP-124,218,$363.18,"Jun 01, 2025"
SP-194,21,25.95,2024-08-11
SP-195,114,262,2025-07-28
SP-388,322,405.18,2024-12-29
SP-146,10,161.93,06/22/25
SP-495,178,112.56,"Feb 21, 2024"
SP-486,72,,09/22/24
SP-245,,$214.65,2024-07-22
SP-292,380,$140.01,2024-02-09
SP-406,475,$103.49,03/21/25
SP-479,32,$284.46,2024-06-10
SP-254,,7.86,"Feb 11, 2024"
SP-182,Low Stock,,2024-03-09
SP-149,UNAVAILABLE,104.47,2024-07-09T00:00:00
SP-353,412,$226.77,06/02/24
SP-168,144,$296.00,2024-09-11
SP-271,454,136,2025-05-14
SP-149,273,$445.69,2024-05-08
SP-407,Out of Stock,369.3,2024-06-26T00:00:00
SP-462,64,279.29,2024-02-01
SP-466,,59.14,2024-10-07
SP-179,437,$336.23,2025-06-17
SP-179,199,$274.86,11/22/24
SP-293,429,93.44,"May 17, 2025"
SP-347,389,119.96,2025-01-03T00:00:00
SP-439,185,385,01/13/24
SP-397,,31.48,09/14/24
SP-347,low stock,428.42,"Feb 26, 2025"
SP-312,492,11.07,"Jan 04, 2025"
SP-403,,406.96,2025-04-06T00:00:00
SP-131,190,317.67,07/29/24
SP-127,UNAVAILABLE,209,"Jun 30, 2024"
SP-431,272,337.91,02/28/24
SP-204,390,$180.44,"Jan 02, 2025"
SP-247,322,23,"Aug 18, 2024"
SP-429,,$276.57,2024-05-12
SP-255,Low Stock,$370.48,2024-06-22
SP-429,180,184.05,04/15/24
SP-296,408,$373.65,2024-07-31
SP-152,248,338,2024-05-15
SP-413,404,$355.26,"Jun 28, 2024"
SP-133,180,328.3,2024-02-17
SP-289,,153.11,2025-03-18T00:00:00
SP-334,379,319.77,02/11/25
SP-285,LOW,386.55,"Jun 21, 2024"
SP-252,495,$106.92,03/22/24
SP-216,UNAVAILABLE,$360.04,06/10/24
SP-160,49,$126.98,2025-06-30T00:00:00
SP-196,None,348.65,"Aug 31, 2024"
SP-112,low stock,$299.60,2024-08-29
SP-413,None,,07/01/24
SP-217,UNAVAILABLE,$370.02,2024-03-04
SP-120,LOW,$305.03,"Dec 03, 2024"
SP-375,184,,2024-05-14
SP-344,76,$236.34,"Jan 23, 2024"
SP-120,104,269.58,04/09/24
SP-317,476,290,2025-04-17
SP-358,,$295.91,"Apr 06, 2024"
SP-277,391,$401.20,2024-06-04T00:00:00
SP-477,,$216.76,07/21/24
SP-455,404,$421.91,"Mar 11, 2024"
SP-101,low stock,140.26,"Mar 13, 2025"
SP-175,11,246,"Nov 07, 2024"
SP-216,437,$335.48,2024-02-21
SP-147,337,$306.08,"May 26, 2024"
SP-455,69,443.74,"Oct 14, 2024"
SP-119,389,$294.53,2024-02-28
SP-498,,$42.99,2025-05-14T00:00:00
SP-264,412,171.97,2025-02-02
SP-114,166,$9.13,2024-11-23T00:00:00
SP-154,263,213.62,2024-03-28T00:00:00
SP-440,,392.1,2025-03-15T00:00:00
SP-454,362,161,03/29/25
SP-271,UNAVAILABLE,335.34,2024-01-25T00:00:00
SP-368,200,264,02/04/25
SP-277,,343,2025-03-22
SP-275,,,02/07/24
SP-134,155,79.82,02/11/25
SP-290,384,$168.81,2024-01-05
SP-147,LOW,$83.31,07/09/24
SP-164,427,26,"Nov 01, 2024"
SP-495,173,$346.24,2024-05-31T00:00:00
SP-164,271,402.72,2024-09-12
SP-382,,232.07,05/13/24
SP-145,Out of Stock,$175.33,2024-04-25T00:00:00
SP-489,low stock,399.87,2024-03-05
SP-307,LOW,422,"Mar 06, 2025"
SP-294,Low Stock,$250.65,"Jun 08, 2025"
SP-183,397,,2024-08-17
SP-199,95,$15.50,08/15/24
SP-447,,$249.74,"Dec 29, 2024"
SP-355,268,260.38,"Mar 27, 2024"
SP-239,482,$22.78,2024-02-16
SP-260,Out of Stock,61.67,05/14/24
SP-291,Out of Stock,$88.86,2025-03-30
SP-480,None,213,"Jan 25, 2025"
SP-469,Out of Stock,224,08/08/24
SP-338,279,309,2025-05-02
SP-385,246,105,2025-01-03
SP-481,426,206.75,2025-06-06
SP-277,178,444.67,2024-02-11T00:00:00
SP-329,UNAVAILABLE,,"Sep 26, 2024"
SP-281,Out of Stock,$412.83,2025-05-13
SP-134,435,$265.52,"Jan 11, 2025"
SP-105,351,,05/18/24
SP-323,UNAVAILABLE,275.01,2024-08-03T00:00:00
SP-417,low stock,$350.39,2025-05-21
SP-436,494,391,07/30/25
SP-240,462,$168.19,01/16/25
SP-384,70,$219.80,"Aug 08, 2024"
SP-289,66,229.19,2024-08-05
SP-227,57,260.93,"Aug 19, 2024"
SP-407,,293.27,2025-06-20
SP-251,None,$409.71,"Jun 07, 2024"
SP-324,142,$159.15,2024-06-07
SP-477,None,,"Jan 12, 2025"
SP-480,386,74.29,05/01/25
SP-261,328,342,01/03/24
SP-186,394,203.94,2025-02-12
SP-216,329,$33.99,2024-09-25T00:00:00
SP-243,427,$362.52,"Jun 11, 2025"
SP-148,,$175.87,2024-01-24
SP-431,UNAVAILABLE,271.25,"Jan 14, 2024"
SP-247,UNAVAILABLE,$277.09,2024-05-07
SP-380,439,$424.26,2024-07-01
SP-279,85,218,2024-04-05
SP-212,11,287.68,10/13/24
SP-373,UNAVAILABLE,$339.29,"Oct 21, 2024"
SP-204,,$135.78,2024-04-19
SP-364,479,$247.99,2024-03-06
SP-228,262,185.73,2025-02-28
SP-317,477,$442.56,"Apr 18, 2024"
SP-273,LOW,64.32,2024-04-24
SP-172,392,,2025-07-21
SP-120,Out of Stock,$365.88,2024-04-13
SP-414,303,60,2024-01-11T00:00:00
SP-167,None,234.72,2024-12-05
SP-159,67,$385.06,"Nov 14, 2024"
SP-467,44,$17.47,2024-12-17
SP-134,466,$214.78,"Jun 28, 2025"
SP-199,325,390.18,01/24/24
SP-453,57,$218.76,2025-05-20T00:00:00
SP-168,,143.11,2025-04-06T00:00:00
SP-302,374,277.41,"Jul 11, 2025"
SP-148,91,$40.28,2024-03-31
SP-414,269,,2024-05-30T00:00:00
SP-176,150,$353.94,"Nov 06, 2024"
SP-415,110,$400.54,"Mar 28, 2024"
SP-186,UNAVAILABLE,213.88,2025-07-12
SP-247,136,$159.92,09/02/24
SP-419,53,325,2025-01-01
SP-436,189,,"May 18, 2025"
SP-437,135,,2024-09-11T00:00:00
SP-466,410,228.72,03/15/24
SP-308,425,76.07,"Mar 21, 2025"
SP-312,LOW,$256.14,2024-11-16
SP-258,470,$239.61,2024-02-22
SP-421,62,275,2025-04-16
SP-320,260,342.08,2025-05-07
SP-293,86,273.08,01/12/25
SP-216,Low Stock,315.7,2024-02-23
SP-349,None,294.38,2025-05-15
SP-489,37,140.07,02/24/24
SP-440,118,$37.33,"Sep 24, 2024"
SP-448,305,331,08/31/24
SP-285,80,203,2025-07-29T00:00:00
SP-341,Out of Stock,317.54,04/04/24
SP-162,176,171.66,11/12/24
SP-292,LOW,114.3,08/28/24
SP-393,488,$418.85,2025-05-22T00:00:00
SP-190,370,277.3,2024-05-11T00:00:00
SP-378,,329.22,10/29/24
SP-454,369,287.44,2024-08-28T00:00:00
SP-327,,161,2024-01-06
SP-190,LOW,296.65,11/27/24
SP-412,118,132,"Sep 08, 2024"
SP-313,350,$398.04,2024-01-27
SP-493,158,$26.44,02/23/24
SP-490,LOW,317.64,"Aug 25, 2024"
SP-223,Low Stock,133.95,11/09/24
SP-232,270,293.86,"Dec 28, 2024"
SP-172,Out of Stock,$166.49,12/31/24
SP-423,50,76.56,2025-05-14
SP-291,82,$36.50,2025-02-17
SP-344,69,16.22,"May 15, 2024"
SP-292,83,$62.30,"Feb 03, 2025"
SP-233,Out of Stock,419.1,2024-08-18
SP-476,107,$264.40,2025-04-14
SP-122,Low Stock,231,"Sep 12, 2024"
SP-430,331,$364.16,2024-07-30
SP-451,278,131.12,2024-05-26
SP-346,397,250.97,2024-10-22
SP-126,361,319.01,2024-11-12T00:00:00
SP-216,436,187,09/11/24
SP-291,309,40,05/27/25
SP-350,59,375.62,2024-07-25
SP-151,152,$305.25,"Jul 10, 2025"
SP-294,133,277.54,"Aug 30, 2024"
SP-426,125,$19.46,"Oct 11, 2024"
SP-271,232,300.63,12/20/24
SP-426,391,$36.14,2025-06-25
SP-449,246,74.92,2024-05-24T00:00:00
SP-187,174,$253.89,2024-04-29
SP-203,141,,2025-01-21
SP-231,305,193.28,"Jul 21, 2025"
SP-381,175,60,2025-04-11
SP-179,477,$301.04,2024-10-18T00:00:00
SP-318,226,$194.52,"May 10, 2025"
SP-452,123,323.89,"Feb 14, 2025"
SP-313,432,352.37,2024-08-01
SP-453,UNAVAILABLE,174.58,06/03/24
SP-258,10,$361.41,2024-12-06
SP-283,UNAVAILABLE,$329.74,2024-10-15
SP-293,225,58.3,"Jan 09, 2024"
SP-443,317,$10.16,2024-04-10
SP-176,434,$449.39,2024-12-19
SP-454,,,02/22/24
SP-244,280,$290.22,2024-09-18
SP-385,19,$398.63,07/27/24
SP-177,None,363.82,2025-03-02
SP-224,61,316,01/16/24
SP-217,,$336.64,04/24/24
SP-359,,$8.47,"Jan 29, 2025"
SP-246,159,$53.27,06/14/24
SP-395,207,229,"Jun 14, 2025"
SP-422,437,$236.89,2024-01-27T00:00:00
SP-402,,385.78,07/02/25
SP-164,258,$64.16,11/16/24
SP-468,81,$277.34,"Mar 22, 2024"
SP-165,160,253,2024-02-29
SP-273,303,34.47,2024-09-20
SP-355,None,320,"May 05, 2024"
SP-143,21,127.19,"May 14, 2025"
SP-400,469,97.78,"Dec 18, 2024"
SP-343,379,163.27,2024-08-23T00:00:00
SP-150,,429,"Apr 12, 2025"
SP-106,266,$256.54,"Nov 29, 2024"
SP-200,219,$190.10,"Jun 18, 2025"
SP-495,Out of Stock,397.91,2024-01-24T00:00:00
SP-361,low stock,14.69,"Apr 17, 2025"
SP-102,LOW,85.57,"Jan 07, 2024"
SP-206,324,200,2025-05-01
SP-244,,$430.26,2024-10-14
SP-195,309,$280.21,2024-03-06
SP-217,,$249.21,2024-03-23
SP-277,low stock,,07/30/24
SP-121,59,331,2024-04-04
SP-127,449,442.17,2024-08-26
SP-477,161,$133.84,2024-04-15
SP-412,480,$387.46,01/26/25
SP-379,,389,04/19/24
SP-311,Low Stock,70.06,"Feb 12, 2024"
SP-496,256,438.26,07/25/24
SP-368,None,$410.59,"Jun 10, 2024"
SP-304,276,$271.59,2025-06-02
SP-289,133,105,03/03/25
SP-467,315,364.18,2024-04-12
SP-219,280,$390.91,"Jul 05, 2024"
SP-207,213,$346.89,"Jul 24, 2024"
SP-365,475,159,"Feb 25, 2024"
SP-236,142,$92.29,09/04/24
SP-207,,385.64,"Apr 04, 2025"
SP-220,477,350.61,2024-05-14
SP-419,,356.8,2025-05-28
SP-149,124,132.76,2024-11-01T00:00:00
SP-178,None,389.92,"Feb 10, 2025"
SP-349,28,148.45,06/27/24
SP-440,132,,2024-11-09
SP-189,LOW,$440.13,2025-06-22
SP-342,98,219.09,2024-06-22
SP-433,192,$353.26,2024-04-17T00:00:00
SP-235,106,87.62,2024-02-25
SP-139,LOW,120.29,10/22/24
SP-406,LOW,$342.66,"Apr 17, 2024"
SP-425,336,$314.57,"Feb 04, 2025"
SP-111,36,$140.68,04/24/24
SP-150,376,347.73,2025-01-28
SP-430,390,98.63,"Apr 16, 2024"
SP-254,284,$105.06,04/16/25
SP-367,,$344.79,"Apr 09, 2025"
SP-367,Low Stock,126.86,"Mar 09, 2025"
SP-323,377,153.25,2024-09-21
SP-228,239,$102.84,"Dec 01, 2024"
SP-136,None,193,2024-12-30
SP-481,297,382.14,"Apr 20, 2025"
SP-197,309,24.89,2025-03-19
SP-236,96,415,05/03/25
SP-460,469,243.08,"Aug 07, 2024"
SP-186,70,$94.14,2024-07-13
SP-309,Out of Stock,165,"Feb 01, 2024"
SP-167,LOW,212.12,"Jan 11, 2024"
SP-426,238,98.4,03/19/25
SP-106,low stock,123.8,10/30/24
SP-437,73,$412.04,"Mar 24, 2024"
SP-472,73,$437.48,2024-09-19
SP-483,UNAVAILABLE,$53.60,"Apr 12, 2024"
SP-347,,$406.26,2025-02-23T00:00:00
SP-293,77,$444.26,2025-02-17
SP-112,324,288,12/14/24
SP-275,9,362,2025-04-03
SP-303,50,241.66,"Feb 16, 2025"
SP-471,174,20,"Feb 20, 2024"
SP-435,482,14,"Mar 17, 2024"
SP-318,208,354.8,2025-02-22
SP-282,497,399.34,2024-06-29
SP-327,171,27,2024-07-07T00:00:00
SP-168,408,172,2024-10-08
SP-276,Low Stock,$159.66,2025-07-11
SP-176,UNAVAILABLE,285.04,2024-10-04
SP-318,,405,"Mar 12, 2024"
SP-388,123,$156.76,"May 15, 2025"
SP-289,298,$84.01,"Aug 22, 2024"
SP-130,128,$212.26,2024-01-02
SP-234,357,154.6,02/14/24
SP-436,209,383.76,02/04/25
SP-417,237,298.5,"Jul 30, 2025"
SP-468,474,281.32,2025-06-09T00:00:00
SP-188,378,354,2024-07-05T00:00:00
SP-144,89,318,06/07/25
SP-250,Out of Stock,$286.70,2024-12-02
SP-354,low stock,,2024-03-25
SP-241,,276.62,10/20/24
SP-483,19,$340.70,2024-01-04
SP-454,45,160.67,2024-06-14
SP-446,UNAVAILABLE,187.82,2024-10-22
SP-195,302,$184.60,"Mar 14, 2024"
SP-163,107,$127.35,2024-11-10
SP-166,166,,2024-04-05T00:00:00
SP-339,229,152.85,08/22/24
SP-107,UNAVAILABLE,$76.13,2024-04-12T00:00:00
SP-197,118,71.97,2025-02-18T00:00:00
SP-367,228,348.75,2025-04-04T00:00:00
SP-495,449,381.98,2025-05-02
SP-242,110,415.56,"Jul 31, 2025"
SP-146,26,259.26,2024-12-16
SP-281,451,$187.75,2024-07-06
SP-348,170,221.33,"Jun 11, 2025"
SP-196,498,$229.29,"Mar 06, 2025"
SP-251,Out of Stock,348.81,05/17/25
SP-430,295,114.33,07/06/25
SP-322,None,$59.67,11/21/24
SP-265,446,106.39,06/02/25
SP-346,496,$37.91,2024-07-14
SP-420,363,$100.58,06/22/24
SP-366,,$392.48,2024-03-14
SP-323,85,$101.99,2024-07-18
SP-455,269,99.66,10/19/24
SP-413,194,$156.47,2024-03-22
SP-208,LOW,45.01,04/21/25
SP-323,118,276.95,"Aug 28, 2024"
SP-447,400,124.89,2024-06-20
SP-105,37,$208.30,01/21/25
SP-245,22,$347.44,2024-01-25
SP-135,125,,"Jun 03, 2025"
SP-500,Low Stock,$344.06,"Mar 06, 2025"
SP-365,317,228,"Feb 16, 2024"
SP-178,LOW,178,"Feb 19, 2024"
SP-256,LOW,$242.05,2025-03-28T00:00:00
SP-372,221,63,"Aug 08, 2024"
SP-303,None,329.49,2024-10-23
SP-194,104,,2025-06-28
SP-237,UNAVAILABLE,267.77,02/13/25
SP-416,492,182.29,10/23/24
SP-107,211,345.12,2024-11-16
SP-493,394,214.43,04/04/24
SP-347,Out of Stock,425.99,03/20/24
SP-193,217,186.59,2025-01-02
SP-482,361,391,2025-05-01
SP-481,Low Stock,216,2024-12-17
SP-272,311,313,07/10/25
SP-220,376,$200.07,10/29/24
SP-154,390,388.06,06/06/25
SP-353,Out of Stock,$382.27,2024-10-25
SP-168,356,$231.10,2024-03-25
SP-304,156,151.3,2025-06-08
SP-146,82,300.84,2024-04-18
SP-462,394,153.75,2024-09-15
SP-377,234,85.08,2024-08-30
SP-216,None,$298.42,2025-02-22
SP-101,Low Stock,408.56,2024-03-26
SP-226,397,151.56,"Oct 24, 2024"
SP-236,,309.09,12/15/24
SP-328,Out of Stock,21.53,"Jun 24, 2025"
SP-186,434,,04/20/24
SP-274,408,91,2025-07-15
SP-262,179,$446.42,2024-04-15
SP-147,353,$176.88,2024-09-28
SP-284,361,294,2025-01-22T00:00:00
SP-239,239,$121.68,2025-06-25T00:00:00
SP-393,UNAVAILABLE,$52.76,2024-11-14T00:00:00
SP-235,366,174.74,2025-07-19
SP-189,19,440.06,"Jan 27, 2024"
SP-113,349,,2024-08-25T00:00:00
SP-129,330,234.82,08/13/24
SP-122,8,,04/25/24
SP-108,267,$302.98,"Jan 12, 2025"
SP-213,162,$232.03,2025-04-20T00:00:00
SP-424,65,264,"Jun 29, 2024"
SP-350,72,$290.33,2024-02-03
SP-295,174,98.8,"Feb 23, 2024"
SP-472,,288.96,"Mar 02, 2025"
SP-141,,266.54,2025-05-03
SP-388,59,308.98,12/30/24
SP-318,Low Stock,144,"Jan 14, 2024"
SP-181,178,397.57,04/21/24
SP-251,437,167.3,"Apr 25, 2024"
SP-480,332,257.09,07/11/25
SP-454,414,412.38,2025-03-21
SP-389,433,$240.01,"Jan 25, 2024"
SP-331,UNAVAILABLE,47.89,"Jun 10, 2024"
SP-415,244,122.26,"Aug 18, 2024"
SP-347,,196,01/07/24
SP-413,low stock,46.46,2025-04-17
SP-470,190,229,"Feb 01, 2024"
SP-417,69,163.55,"Mar 02, 2025"
SP-319,Low Stock,78.97,2024-10-14
SP-254,124,$104.99,"Mar 15, 2025"
SP-394,153,358,"Apr 14, 2024"
SP-401,14,92.12,2024-07-24
SP-278,192,,"Aug 19, 2024"
SP-500,23,$51.86,01/24/24
SP-371,266,384,03/09/24
SP-375,UNAVAILABLE,103.64,"Nov 04, 2024"
SP-229,,141,2024-07-26
SP-146,259,294.54,2024-10-04
SP-264,Out of Stock,192.42,"Sep 16, 2024"
SP-261,5,198,2024-01-19
SP-381,LOW,176.89,"Apr 28, 2025"
SP-405,109,$355.96,2024-02-19
SP-416,339,165.73,01/17/24
SP-122,83,$372.62,2025-01-10
SP-154,456,151.83,2024-03-20
SP-468,471,259.44,02/18/25
SP-257,138,386.66,2025-05-17
SP-461,391,$392.80,"Mar 22, 2025"
SP-106,64,$204.66,"Feb 02, 2025"
SP-183,368,135,11/12/24
SP-148,273,67,2024-06-22
SP-486,None,28.26,"Nov 09, 2024"
SP-345,,$239.21,01/15/24
SP-179,306,64,2024-05-27
SP-372,28,$82.34,01/19/24
SP-190,382,154,"May 03, 2025"
SP-120,410,$197.99,2025-03-30
SP-123,Out of Stock,297.63,2024-08-11
SP-267,,$47.04,2025-03-10
SP-214,260,254.47,2024-06-23
SP-396,low stock,$283.68,2024-04-07
SP-229,316,$156.90,2024-11-01
SP-497,180,$411.39,"Mar 16, 2025"
SP-319,Low Stock,286.98,02/14/25
SP-191,LOW,139.98,"Jun 03, 2025"
SP-338,Low Stock,266,"Jan 16, 2025"
SP-254,59,430,2024-03-02
SP-445,,112.29,"Jul 04, 2024"
SP-206,68,153,2024-07-24
SP-160,26,428.96,2024-02-01
SP-320,295,$324.56,"May 23, 2025"
SP-238,114,298.53,2024-06-22
SP-456,49,324.65,"Jan 10, 2025"
SP-183,398,277,2025-01-22
SP-175,352,142,02/22/24
SP-224,UNAVAILABLE,$436.90,07/14/25
SP-443,None,260.88,2024-08-26
SP-460,244,,"Oct 28, 2024"
SP-390,LOW,177.72,"Apr 10, 2024"
SP-109,280,$78.01,"May 28, 2025"
SP-183,441,273.66,2024-06-25
SP-119,187,$336.77,"Sep 29, 2024"
SP-126,429,$333.64,"Mar 13, 2024"
SP-251,438,$86.06,2024-09-07T00:00:00
SP-152,16,$290.28,"Jul 24, 2024"
SP-219,UNAVAILABLE,405.64,02/11/24
SP-346,380,$73.53,"Sep 12, 2024"
SP-360,137,223,03/26/24
SP-121,483,$351.83,2024-04-30
SP-394,470,394.42,"Apr 08, 2025"
SP-202,27,,2025-05-25
SP-178,367,273,07/01/24
SP-239,46,76.42,2024-01-02T00:00:00
SP-216,None,136.91,2025-05-03
SP-262,57,$82.42,05/01/24
SP-403,376,$256.44,2024-05-20
SP-494,377,85.41,2024-01-17
SP-268,52,$229.05,"Mar 01, 2025"
SP-338,383,362.71,"Jun 11, 2024"
SP-449,None,56.6,2025-05-18
SP-461,21,411,"Feb 01, 2025"
SP-294,351,$297.63,05/16/25
SP-388,LOW,$236.62,"Feb 26, 2025"
SP-184,454,187,2024-05-22
SP-153,399,$424.27,2024-08-19
SP-334,24,220.92,"Jul 14, 2025"
SP-436,,47.37,2025-07-02
SP-315,199,$321.97,2024-01-21
SP-411,UNAVAILABLE,242.81,2025-07-09
SP-182,491,441,"Mar 19, 2024"
SP-383,40,$376.95,2024-09-11T00:00:00
SP-255,UNAVAILABLE,$184.93,2024-08-13
SP-400,,18,01/29/25
SP-138,LOW,$421.31,2024-08-14
SP-376,Low Stock,291.5,"Feb 02, 2025"
SP-215,373,$351.57,03/29/25
SP-271,346,215.95,"Apr 05, 2024"
SP-467,414,340,2024-03-11
SP-247,210,148.04,"Jul 18, 2025"
SP-371,,211.18,11/22/24
SP-222,247,232,"Feb 21, 2024"
SP-269,None,$136.82,2024-01-19
SP-434,159,424.84,"Jul 01, 2024"
SP-284,255,$382.73,11/03/24
SP-191,220,161.65,2024-08-29
SP-101,19,$276.04,2025-05-05T00:00:00
SP-230,110,,2025-03-19
SP-102,LOW,85.02,"Nov 10, 2024"
SP-135,127,$422.40,"Dec 05, 2024"
SP-180,126,$414.39,2024-09-02T00:00:00
SP-331,Out of Stock,248.79,"Jun 24, 2024"
SP-400,UNAVAILABLE,228.07,"Jun 24, 2024"
SP-367,98,$186.99,"May 29, 2024"
SP-383,48,258.64,05/02/25
SP-295,106,290.28,2025-01-18
SP-406,306,306.67,2024-08-21
SP-287,low stock,295.39,2025-03-25T00:00:00
SP-290,493,101,02/13/25
SP-480,,$114.76,09/06/24
SP-325,264,336.73,2024-01-17T00:00:00
SP-475,206,134,2024-03-30
SP-136,293,217.37,2024-12-19T00:00:00
SP-275,155,$297.17,2025-07-29
SP-136,UNAVAILABLE,425.7,06/19/25
SP-154,357,$199.19,2024-07-23
SP-181,300,303.68,2024-01-30
SP-330,360,61.18,07/01/24
SP-389,Low Stock,$414.60,2025-07-07
SP-183,365,299.8,"Aug 28, 2024"
SP-162,LOW,190.27,"Feb 18, 2025"
SP-329,292,448,01/28/25
SP-208,171,286,12/21/24
SP-242,52,$113.24,2024-06-13
SP-223,315,186.63,"Dec 20, 2024"
SP-351,LOW,263,"Jul 20, 2025"
SP-373,376,425.9,2024-04-18
SP-240,343,354,2024-07-05
SP-313,low stock,$400.64,"Jul 08, 2025"
SP-337,Out of Stock,141.21,"Jun 06, 2024"
SP-249,215,$397.42,01/22/25
SP-470,,$37.27,"Dec 15, 2024"
SP-323,174,31.83,2024-03-27
SP-334,334,189.25,04/28/24
SP-405,380,374,2024-07-26
SP-321,53,323.95,2024-11-05T00:00:00
SP-454,294,368,06/16/25
SP-394,262,198.92,12/18/24
SP-341,377,146,2025-01-15T00:00:00
SP-442,481,105,2025-02-24T00:00:00
SP-348,Low Stock,244,"Jan 15, 2024"
SP-123,278,133.96,09/28/24
SP-473,low stock,436.29,03/16/24
SP-109,174,66.23,2025-03-25
SP-468,79,397,"Mar 28, 2025"
SP-395,11,,2024-10-18
SP-300,215,390.05,2024-05-29T00:00:00
SP-351,165,239.7,2024-06-20
SP-332,Low Stock,202,2024-03-15T00:00:00
SP-361,184,39.66,2024-06-13
SP-140,90,122.11,05/22/24
SP-118,378,$144.65,"Oct 25, 2024"
SP-366,88,176.64,2025-07-21
SP-357,153,$18.94,"May 21, 2025"
SP-255,303,$98.53,2025-03-28
SP-313,294,58.93,"Nov 03, 2024"
SP-360,132,203.07,2024-06-11
SP-335,497,$283.27,"Nov 12, 2024"
SP-286,308,306.37,"Jul 28, 2024"
SP-485,28,77.75,2024-05-07
SP-117,293,279.53,2024-07-15
SP-193,132,411.08,2024-05-23
SP-252,155,$44.85,01/24/24
SP-146,271,74,2024-05-03
SP-153,304,$320.22,2025-03-25
SP-398,216,137.83,2024-10-31T00:00:00
SP-207,81,304.41,07/15/24
SP-330,UNAVAILABLE,$205.10,2024-10-14T00:00:00
SP-392,,263.61,2025-04-10T00:00:00
SP-142,327,$197.37,04/25/24
SP-405,22,$257.37,"Jun 09, 2024"
SP-189,None,74.61,2024-10-04
SP-130,479,$67.55,2024-04-01
SP-437,,273.81,2024-06-09
SP-299,313,65.88,2025-05-16T00:00:00
SP-225,376,440.18,2024-02-27
SP-423,128,136.71,2024-07-17
SP-333,None,$72.29,2024-05-26
SP-110,98,287.4,11/10/24
SP-314,Low Stock,237.92,2024-07-18
SP-328,153,$223.13,2024-03-06
SP-201,19,148.52,03/03/24
SP-232,363,$432.71,2024-04-21
SP-327,102,366.51,2024-01-30
SP-161,275,287.75,2024-02-23T00:00:00
SP-273,341,$367.48,10/26/24
SP-419,134,$229.29,"Apr 06, 2025"
SP-419,454,24.93,2024-03-09
SP-349,195,287.52,2025-01-23
SP-132,147,112.2,10/06/24
SP-326,24,282.91,"Oct 07, 2024"
SP-421,66,$349.87,"Mar 04, 2024"
SP-104,86,339,2025-02-16T00:00:00
SP-395,465,243.43,2024-05-12
SP-123,291,$420.53,"Aug 04, 2024"
SP-396,497,423.28,"Jan 16, 2025"
SP-287,222,282.68,2025-02-16
SP-338,76,$237.00,2024-11-06
SP-142,Low Stock,,"Apr 26, 2025"
SP-124,,$322.72,04/21/25
SP-400,58,$329.75,2024-09-01
SP-206,210,$125.41,"Jun 21, 2024"
SP-500,134,396.99,2025-03-30
SP-460,66,$328.56,05/16/25
SP-209,LOW,$20.34,2024-04-01
SP-206,311,$188.42,2024-01-24
SP-312,285,$33.03,"Mar 28, 2024"
SP-404,271,$207.88,"May 13, 2024"
SP-496,Out of Stock,229.84,"Jan 01, 2024"
